web_scraper_order,web_scraper_start_url,pagination,price,brand_name,product_name,image,item_page_title,item_page_link,data,data_1,Product_Name,product_image_url,size_availability,text_5,product_description
1771968563-23,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €110.23,ALIGNE,Tally Gingham Tie Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/align/align3010223163/align3010223163_1742481208232_2-0._QL90_UX1128_.jpg,ALIGNETally Gingham Tie TopPrevious Price €110.23Sale Price €22.05,https://www.shopbop.com/tally-gingham-tie-top-aligne/vp/v=1/1569904229.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2033671960&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_78,ALIGNE,Tally Gingham Tie Top,ALIGNETally Gingham Tie Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/align/align3010223163/align3010223163_1742481208232_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 0: Rocio (5'11"") usually wears size 0View all model measurementsMeasurements from size 0
Length: 20.75in / 53.0cm, from shoulderSize Conversions","Fabric: Lightweight, non-stretch weave

Open placket with tie closures

Gingham pattern

Crew neck

Shell: 57% cotton/43% polyester

Wash cold

Imported, Turkey

Sleeveless"
1771968568-24,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €55.12,Bailey Rose,Smocked Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/baros/baros3001911288/baros3001911288_1746731159945_2-0._QL90_UX1128_.jpg,Bailey RoseSmocked ShortsPrevious Price €55.12Sale Price €11.02,https://www.shopbop.com/brp3212-shorts-bailey-rose/vp/v=1/1551870691.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2051297385&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_77,Bailey Rose,Smocked Shorts,Bailey RoseSmocked Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/baros/baros3001911288/baros3001911288_1746731159945_2-0._QL90_UX1128_.jpg,"XS

S

M

L","Model measurements:
Size XS: Isabella (5'9"") usually wears size XSView all model measurementsMeasurements from size S
Rise: 9.75in / 25cm
Inseam: 2.25in / 6cmBailey Rose Size Guide","Fabric: Lightweight stretch twill

Smocked elastic seams

Covered elastic waist with drawstring

Shell: 65% cotton/27% polyester/8% spandex

Hand wash or dry clean

Imported, China"
1771968571-25,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €57.66,Bailey Rose,Smocked Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/baros/baros3001811288/baros3001811288_1746717314690_2-0._QL90_UX1128_.jpg,Bailey RoseSmocked TopPrevious Price €57.66Sale Price €11.53,https://www.shopbop.com/brt3211-top-bailey-rose/vp/v=1/1546558835.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2080625430&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_76,Bailey Rose,Smocked Top,Bailey RoseSmocked Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/baros/baros3001811288/baros3001811288_1746717314690_2-0._QL90_UX1128_.jpg,"XS

S

M

L","Model measurements:
Size XS: Isabella (5'9"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 16.5in / 42.0cm, from shoulderBailey Rose Size Guide","Fabric: Lightweight stretch twill

Smocked elastic seams

Lace and ruffle trim

Sweetheart neckline

Shell: 65% cotton/27% polyester/8% spandex

Hand wash or dry clean

Imported, China

Short puff sleeves with elastic cuffs"
1771968575-26,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €423.13,Fanm Mon,Nuray Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/famon/famon301381c231/famon301381c231_1744041354885_2-0._QL90_UX1128_.jpg,Fanm MonNuray DressPrevious Price €423.13Sale Price €84.63,https://www.shopbop.com/nuray-fanm-mon/vp/v=1/1583085673.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2073638461&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_75,Fanm Mon,Nuray Dress,Fanm MonNuray Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/famon/famon301381c231/famon301381c231_1744041354885_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Imade (5'10.5"") usually wears size SView all model measurementsMeasurements from size S
Length: 45.25in / 115.0cm, from shoulderSize Conversions","Fabric: Lightweight, non-stretch weave

Floral embroidery

Midi length

Square neckline

Hidden zip at back

Shell: 100% cotton

Lined

Lining: 100% cotton

Hand wash or dry clean

Imported, Turkey

Adjustable shoulder straps"
1771968580-27,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €211.99,A.EMERY,Sacha Knit Tank,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/aemer/aemer300361071b/aemer300361071b_1747084542591_2-0._QL90_UX1128_.jpg,A.EMERYSacha Knit TankPrevious Price €211.99Sale Price €42.40,https://www.shopbop.com/sacha-knit-tank-aemery/vp/v=1/1562006209.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2058587722&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_74,A.EMERY,Sacha Knit Tank,A.EMERYSacha Knit Tank,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/aemer/aemer300361071b/aemer300361071b_1747084542591_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Brianna (5'9"") usually wears size XSView all model measurementsMeasurements from size S
Length: 26.75in / 68.0cm, from shoulderSize Conversions","Fabric: Lightweight pointelle knit

Crew neck

Shell: 80% viscose/20% nylon

Hand wash

Imported, China

Short sleeves"
1771968584-28,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €233.19,ASKK NY,Cancun Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/askkk/askkk302471a505/askkk302471a505_1749570446514_2-0._QL90_UX1128_.jpg,ASKK NYCancun ShortsPrevious Price €233.19Sale Price €46.64,https://www.shopbop.com/cancun-short-askk-ny/vp/v=1/1522176026.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2086384762&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_73,ASKK NY,Cancun Shorts,ASKK NYCancun Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/askkk/askkk302471a505/askkk302471a505_1749570446514_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Sam (5'9"") usually wears size XSView all model measurementsMeasurements from size S
Rise: 12.5in / 32cm
Inseam: 3.25in / 8cmSize Guide","Fabric: Lightweight, non-stretch denim

Stripe print

Fixed cuffs

Covered elastic waist with drawstring

Slant hip pockets and patch back pockets

Shell: 100% cotton

Wash cold

Made in the USA"
1771968589-29,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €135.67,Never Fully Dressed,Lola Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/nfull/nfull3007411409/nfull3007411409_1748623529142_2-0._QL90_UX1128_.jpg,Never Fully DressedLola DressPrevious Price €135.67Sale Price €27.13,https://www.shopbop.com/chocolate-lola-dress-never-fully/vp/v=1/1512170420.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2089900887&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_72,Never Fully Dressed,Lola Dress,Never Fully DressedLola Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/nfull/nfull3007411409/nfull3007411409_1748623529142_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 2: Drew (5'8"") usually wears size 0-2View all model measurementsMeasurements from size 2
Length: 50in / 127.0cm, from shoulderSize Conversions","Fabric: Lightweight, non-stretch poplin

Optional, adjustable straps

Jersey bodice with ruched side seams

Gathered waist

Covered elastic at neckline

Midi length

Square neckline

No closure, pull-on design

On-seam side pockets

Shell: 100% cotton

Trim: 54% cotton/39% polyester/7% elastane

Unlined

Wash cold

Imported, China"
1771968593-30,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €97.52,Bella Venice,The Lana Mini Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bveni/bveni300061071b/bveni300061071b_1750789851671_2-0._QL90_UX1128_.jpg,Bella VeniceThe Lana Mini SkirtPrevious Price €97.52Sale Price €19.50,https://www.shopbop.com/lana-mini-skirt-bella-venice/vp/v=1/1538492067.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2054613623&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_71,Bella Venice,The Lana Mini Skirt,Bella VeniceThe Lana Mini Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bveni/bveni300061071b/bveni300061071b_1750789851671_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Lola (5'8"") usually wears size SView all model measurementsMeasurements from size M
Length: 13.75in / 35.0cmSize Conversions","Fabric: Lightweight stretch lace

Tie at waist

Semi-sheer

Shell: 50% nylon/42% polyester/8% spandex

Dry clean

Made in the USA"
1771968597-31,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €97.52,Bella Venice,The Lucy Wrap Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bveni/bveni300051071b/bveni300051071b_1750694075298_2-0._QL90_UX1128_.jpg,Bella VeniceThe Lucy Wrap TopPrevious Price €97.52Sale Price €19.50,https://www.shopbop.com/lucy-wrap-top-bella-venice/vp/v=1/1595053762.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2048858060&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_70,Bella Venice,The Lucy Wrap Top,Bella VeniceThe Lucy Wrap Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bveni/bveni300051071b/bveni300051071b_1750694075298_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Lola (5'8"") usually wears size SView all model measurementsMeasurements from size S
Length: 19in / 48.0cm, from shoulderSize Conversions","Fabric: Lightweight stretch lace

Wrap ties at waist

V neck

Short sleeves

Sheer

Shell: 50% nylon/42% polyester/8% spandex

Dry clean

Made in the USA"
1771968601-32,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €135.67,STAUD,Jo Balconette Bikini Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/staud/staud3255624b02/staud3255624b02_1739833568694_2-0._QL90_UX1128_.jpg,ExclusiveSTAUDJo Balconette Bikini TopPrevious Price €135.67Sale Price €27.13,https://www.shopbop.com/balconette-bikini-top-staud/vp/v=1/1500650168.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2010955906&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_69,STAUD,Jo Balconette Bikini Top,STAUDJo Balconette Bikini TopBlack Woodblock Ditsy Floral / L,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/staud/staud3255624b02/staud3255624b02_1739833568694_2-0._QL90_UX1128_.jpg,L,"Model measurements:
Size S: Bruna (5'10"") usually wears size XSView all model measurementsSTAUD Size Guide","Ditsy print and loop lace trim

Bikini clasp

Optional, adjustable straps

Padded underwire cups

Shell: 67% recycled polyester/33% spandex

Lined

Lining: 80% nylon/20% spandex

Hand wash

Imported, China

Bottoms sold separately"
1771968606-33,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €128.04,Dress To,Contrast Crop Pants,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drsto/drsto3005825ab7/drsto3005825ab7_1743084464022_2-0._QL90_UX1128_.jpg,Dress ToContrast Crop PantsPrevious Price €128.04Sale Price €25.61,https://www.shopbop.com/contrast-crop-pants-dress/vp/v=1/1546901880.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2073609368&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_68,Dress To,Contrast Crop Pants,Dress ToContrast Crop Pants,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drsto/drsto3005825ab7/drsto3005825ab7_1743084464022_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 2: Sophie (5'9"") usually wears size 2View all model measurementsMeasurements from size 2
Rise: 13.75in / 35cm
Inseam: 24.75in / 63cm
Leg opening: 25.25in / 64cmSize Conversions","Fabric: Lightweight, non-stretch linen weave

Contrast trim

Hook-and-eye closures at waist, button fly

Partial elastic waistband

Slant hip pockets and patch back pockets

Shell: 55% viscose/45% linen

Wash warm

Imported, Brazil"
1771968609-34,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €112.78,Dress To,Tie Front Blouse,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drsto/drsto3005725ab7/drsto3005725ab7_1743086042257_2-0._QL90_UX1128_.jpg,Dress ToTie Front BlousePrevious Price €112.78Sale Price €22.56,https://www.shopbop.com/tie-front-blouse-dress/vp/v=1/1561278313.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2068737010&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_67,Dress To,Tie Front Blouse,Dress ToTie Front Blouse,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drsto/drsto3005725ab7/drsto3005725ab7_1743086042257_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Sophie (5'9"") usually wears size SView all model measurementsMeasurements from size S
Length: 22.5in / 57.0cm, from shoulderDress To Size Guide","Fabric: Lightweight, non-stretch linen weave

Contrast trim

Peplum hem

Crew neck

Ties at front

Shell: 55% viscose/45% linen

Wash cold

Imported, Brazil

Short puff sleeves with elastic cuffs"
1771968613-35,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €296.79,ALICE + OLIVIA,Blanca Scoop Neck Tie Shoulder Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/alice/alice47063257dd/alice47063257dd_1751924683934_2-0._QL90_UX1128_.jpg,ALICE + OLIVIABlanca Scoop Neck Tie Shoulder TopPrevious Price €296.79Sale Price €59.36,https://www.shopbop.com/blanca-scoop-tie-shoulder-top/vp/v=1/1588887130.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2066721507&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_66,ALICE + OLIVIA,Blanca Scoop Neck Tie Shoulder Top,ALICE + OLIVIABlanca Scoop Neck Tie Shoulder Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/alice/alice47063257dd/alice47063257dd_1751924683934_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 0: Brianna (5'9"") usually wears size 0View all model measurementsMeasurements from size 0
Length: 15.75in / 40.0cm, from shoulderSize Guide","Fabric: Lightweight, non-stretch poplin

Floral print

Boned seams

Smocked elastic back panel

Scoop neck

Adjustable shoulder straps

Hook-and-eye and zip at back

Shell: 97% cotton/3% elastane

Lined

Lining: 100% cotton

Dry clean

Imported, China"
1771968618-36,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €211.99,THE GREAT.,The Reversible Keyhole One Piece,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/tgrea/tgrea3148724c03/tgrea3148724c03_1744323130420_2-0._QL90_UX1128_.jpg,THE GREAT.The Reversible Keyhole One PiecePrevious Price €211.99Sale Price €42.40,https://www.shopbop.com/reversible-keyhole-one-piece-great/vp/v=1/1503836172.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2043872980&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_65,THE GREAT.,The Reversible Keyhole One Piece,THE GREAT.The Reversible Keyhole One Piece,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/tgrea/tgrea3148724c03/tgrea3148724c03_1744323130420_2-0._QL90_UX1128_.jpg,"0

1

2

3","Model measurements:
Size 1: Emily (5'9"") usually wears size 0-1View all model measurementsTHE GREAT. Size Guide","Reversible design

Keyhole neckline with crisscross adjustable straps

Shell: 80% polyester/20% spandex

Lined

Lining: 82% nylon/18% spandex

Wash cold

Made in the USA"
1771968623-37,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €210.29,AMO,Alexis Skirt with Raw Cut Hem,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/amooo/amooo3050657525/amooo3050657525_1740413500933_2-0._QL90_UX1128_.jpg,AMOAlexis Skirt with Raw Cut HemPrevious Price €210.29Sale Price €42.06,https://www.shopbop.com/alexis-skirt-raw-cut-hem/vp/v=1/1558883927.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2060853525&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_64,AMO,Alexis Skirt with Raw Cut Hem,AMOAlexis Skirt with Raw Cut Hem,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/amooo/amooo3050657525/amooo3050657525_1740413500933_2-0._QL90_UX1128_.jpg,"23

24

25

26

27

28

29

30

31

32","Model measurements:
Size 26: Nikayla (5'9.5"") usually wears size 26View all model measurementsMeasurements from size 26
Length: 16.5in / 42.0cmAMO Size Guide","Fabric: Lightweight, low-stretch denim

Raw hem

Button closure and zip fly

5-pocket styling

Shell: 88% cotton/12% hemp

Wash cold

Made in the USA of imported materials"
1771968627-38,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €66.99,Good American,Always Fits Classic Bikini Bottoms,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer311732447e/gamer311732447e_1746734801055_2-0._QL90_UX1128_.jpg,Good AmericanAlways Fits Classic Bikini BottomsPrevious Price €66.99Sale Price €13.40,https://www.shopbop.com/always-fits-classic-bikini-bottom/vp/v=1/1549803908.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2069815131&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_63,Good American,Always Fits Classic Bikini Bottoms,Good AmericanAlways Fits Classic Bikini Bottoms,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer311732447e/gamer311732447e_1746734801055_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S/M: Emily (5'9"") usually wears size S/MView all model measurementsGood American Size Guide","Smocked fabric

Ombre print

Cheeky coverage

Shell: 97% nylon/3% spandex

Lined

Lining: 88% polyester/12% elastane

Wash cold

Imported, China"
